,count,crime,end_date,population,sector,start_date
965,9,ROBO A TRANSEUNTE S.V.,2021-05,93702.0,CUCHILLA,2020-06
966,5,ROBO A TRANSEUNTE S.V.,2021-05,70802.0,CUITLAHUAC,2020-06
967,19,ROBO A TRANSEUNTE S.V.,2021-05,150082.0,CULHUACAN,2020-06
968,27,ROBO A TRANSEUNTE S.V.,2021-05,83772.0,DEL VALLE,2020-06
969,3,ROBO A TRANSEUNTE S.V.,2021-05,94133.0,DINAMO,2020-06
970,4,ROBO A TRANSEUNTE S.V.,2021-05,80579.0,EL YAQUI,2020-06
971,12,ROBO A TRANSEUNTE S.V.,2021-05,177825.0,ESTRELLA,2020-06
972,4,ROBO A TRANSEUNTE S.V.,2021-05,187026.0,FUENTE,2020-06
973,9,ROBO A TRANSEUNTE S.V.,2021-05,95686.0,GRANJAS,2020-06
974,13,ROBO A TRANSEUNTE S.V.,2021-05,136444.0,HORMIGA,2020-06
975,21,ROBO A TRANSEUNTE S.V.,2021-05,174817.0,HUIPULCO-HOSPITALES,2020-06
976,15,ROBO A TRANSEUNTE S.V.,2021-05,110025.0,IZTACCIHUATL,2020-06
977,15,ROBO A TRANSEUNTE S.V.,2021-05,166805.0,LA NORIA,2020-06
978,3,ROBO A TRANSEUNTE S.V.,2021-05,62180.0,LA RAZA,2020-06
979,35,ROBO A TRANSEUNTE S.V.,2021-05,92638.0,LINDAVISTA,2020-06
980,31,ROBO A TRANSEUNTE S.V.,2021-05,96937.0,MERCED-BALBUENA,2020-06
981,5,ROBO A TRANSEUNTE S.V.,2021-05,64875.0,MILPA ALTA,2020-06
982,68,ROBO A TRANSEUNTE S.V.,2021-05,29350.0,MIXCALCO-HERALDO,2020-06
983,17,ROBO A TRANSEUNTE S.V.,2021-05,160243.0,MIXQUIC,2020-06
984,22,ROBO A TRANSEUNTE S.V.,2021-05,121359.0,MOCTEZUMA,2020-06
985,15,ROBO A TRANSEUNTE S.V.,2021-05,35662.0,MORELOS,2020-06
986,25,ROBO A TRANSEUNTE S.V.,2021-05,67270.0,NAPOLES,2020-06
987,37,ROBO A TRANSEUNTE S.V.,2021-05,113877.0,NARVARTE-ALAMOS,2020-06
988,12,ROBO A TRANSEUNTE S.V.,2021-05,42255.0,NATIVITAS,2020-06
989,53,ROBO A TRANSEUNTE S.V.,2021-05,,NO ESPECIFICADO,2020-06
990,27,ROBO A TRANSEUNTE S.V.,2021-05,218084.0,OASIS,2020-06
991,15,ROBO A TRANSEUNTE S.V.,2021-05,177697.0,PADIERNA,2020-06
992,18,ROBO A TRANSEUNTE S.V.,2021-05,150298.0,PANTITLAN,2020-06
993,49,ROBO A TRANSEUNTE S.V.,2021-05,263257.0,PLATEROS,2020-06
994,15,ROBO A TRANSEUNTE S.V.,2021-05,37779.0,POLANCO-CASTILLO,2020-06
995,36,ROBO A TRANSEUNTE S.V.,2021-05,78265.0,PORTALES,2020-06
996,17,ROBO A TRANSEUNTE S.V.,2021-05,207608.0,PRADERA,2020-06
997,16,ROBO A TRANSEUNTE S.V.,2021-05,278219.0,QUETZAL,2020-06
998,19,ROBO A TRANSEUNTE S.V.,2021-05,151888.0,QUIROGA,2020-06
999,74,ROBO A TRANSEUNTE S.V.,2021-05,34257.0,REVOLUCION-ALAMEDA,2020-06
1000,46,ROBO A TRANSEUNTE S.V.,2021-05,70434.0,ROMA,2020-06
1001,12,ROBO A TRANSEUNTE S.V.,2021-05,47620.0,SAN ANGEL,2020-06
1002,6,ROBO A TRANSEUNTE S.V.,2021-05,140415.0,SAN JERONIMO,2020-06
1003,17,ROBO A TRANSEUNTE S.V.,2021-05,193642.0,SANTA CRUZ,2020-06
1004,14,ROBO A TRANSEUNTE S.V.,2021-05,227160.0,SANTA FE,2020-06
1005,26,ROBO A TRANSEUNTE S.V.,2021-05,61100.0,SOTELO,2020-06
1006,49,ROBO A TRANSEUNTE S.V.,2021-05,155668.0,TACUBA,2020-06
1007,35,ROBO A TRANSEUNTE S.V.,2021-05,73623.0,TACUBAYA,2020-06
1008,16,ROBO A TRANSEUNTE S.V.,2021-05,115941.0,TAXQUEÑA,2020-06
1009,2,ROBO A TRANSEUNTE S.V.,2021-05,43804.0,TECOMITL,2020-06
1010,22,ROBO A TRANSEUNTE S.V.,2021-05,270493.0,TEOTONGO,2020-06
1011,43,ROBO A TRANSEUNTE S.V.,2021-05,256237.0,TEPEPAN,2020-06
1012,20,ROBO A TRANSEUNTE S.V.,2021-05,69778.0,TEPEYAC,2020-06
1013,29,ROBO A TRANSEUNTE S.V.,2021-05,295459.0,TEZONCO,2020-06
1014,9,ROBO A TRANSEUNTE S.V.,2021-05,128951.0,TICOMAN,2020-06
1015,25,ROBO A TRANSEUNTE S.V.,2021-05,124003.0,TLACOTAL,2020-06
1016,22,ROBO A TRANSEUNTE S.V.,2021-05,96337.0,TLATELOLCO,2020-06
1017,19,ROBO A TRANSEUNTE S.V.,2021-05,130167.0,UNIVERSIDAD,2020-06
1018,42,ROBO A TRANSEUNTE S.V.,2021-05,158714.0,XOTEPINGO,2020-06
1019,22,ROBO A TRANSEUNTE S.V.,2021-05,185225.0,ZAPOTITLA,2020-06
1020,13,ROBO A TRANSEUNTE S.V.,2021-05,34276.0,ZARAGOZA,2020-06
1021,8,ROBO A TRANSPORTISTA C.V.,2021-05,171082.0,ABASTO-REFORMA,2020-06
1022,0,ROBO A TRANSPORTISTA C.V.,2021-05,190052.0,ALPES,2020-06
1023,0,ROBO A TRANSPORTISTA C.V.,2021-05,25606.0,ANGEL-ZONA ROSA,2020-06
1024,8,ROBO A TRANSPORTISTA C.V.,2021-05,147265.0,ARAGON,2020-06
1025,1,ROBO A TRANSPORTISTA C.V.,2021-05,76922.0,ARENAL,2020-06
1026,2,ROBO A TRANSPORTISTA C.V.,2021-05,126770.0,ASTURIAS,2020-06
1027,0,ROBO A TRANSPORTISTA C.V.,2021-05,94564.0,BUENAVISTA,2020-06
1028,0,ROBO A TRANSPORTISTA C.V.,2021-05,44719.0,CHAPULTEPEC,2020-06
1029,0,ROBO A TRANSPORTISTA C.V.,2021-05,117997.0,CHURUBUSCO,2020-06
1030,2,ROBO A TRANSPORTISTA C.V.,2021-05,144779.0,CLAVERIA,2020-06
1031,0,ROBO A TRANSPORTISTA C.V.,2021-05,93641.0,COAPA,2020-06
1032,1,ROBO A TRANSPORTISTA C.V.,2021-05,33787.0,CONGRESO,2020-06
1033,1,ROBO A TRANSPORTISTA C.V.,2021-05,67697.0,CONSULADO,2020-06
1034,0,ROBO A TRANSPORTISTA C.V.,2021-05,18851.0,CORREDOR-CENTRO,2020-06
1035,0,ROBO A TRANSPORTISTA C.V.,2021-05,65669.0,COYOACAN,2020-06
1036,0,ROBO A TRANSPORTISTA C.V.,2021-05,101270.0,CUAJIMALPA,2020-06
1037,0,ROBO A TRANSPORTISTA C.V.,2021-05,280497.0,CUAUTEPEC,2020-06
1038,5,ROBO A TRANSPORTISTA C.V.,2021-05,93702.0,CUCHILLA,2020-06
1039,4,ROBO A TRANSPORTISTA C.V.,2021-05,70802.0,CUITLAHUAC,2020-06
1040,0,ROBO A TRANSPORTISTA C.V.,2021-05,150082.0,CULHUACAN,2020-06
1041,0,ROBO A TRANSPORTISTA C.V.,2021-05,83772.0,DEL VALLE,2020-06
1042,0,ROBO A TRANSPORTISTA C.V.,2021-05,94133.0,DINAMO,2020-06
1043,0,ROBO A TRANSPORTISTA C.V.,2021-05,80579.0,EL YAQUI,2020-06
1044,0,ROBO A TRANSPORTISTA C.V.,2021-05,177825.0,ESTRELLA,2020-06
1045,0,ROBO A TRANSPORTISTA C.V.,2021-05,187026.0,FUENTE,2020-06
1046,2,ROBO A TRANSPORTISTA C.V.,2021-05,95686.0,GRANJAS,2020-06
1047,2,ROBO A TRANSPORTISTA C.V.,2021-05,136444.0,HORMIGA,2020-06
1048,1,ROBO A TRANSPORTISTA C.V.,2021-05,174817.0,HUIPULCO-HOSPITALES,2020-06
1049,0,ROBO A TRANSPORTISTA C.V.,2021-05,110025.0,IZTACCIHUATL,2020-06
1050,0,ROBO A TRANSPORTISTA C.V.,2021-05,166805.0,LA NORIA,2020-06
1051,11,ROBO A TRANSPORTISTA C.V.,2021-05,62180.0,LA RAZA,2020-06
1052,1,ROBO A TRANSPORTISTA C.V.,2021-05,92638.0,LINDAVISTA,2020-06
1053,2,ROBO A TRANSPORTISTA C.V.,2021-05,96937.0,MERCED-BALBUENA,2020-06
1054,0,ROBO A TRANSPORTISTA C.V.,2021-05,64875.0,MILPA ALTA,2020-06
1055,0,ROBO A TRANSPORTISTA C.V.,2021-05,29350.0,MIXCALCO-HERALDO,2020-06
1056,0,ROBO A TRANSPORTISTA C.V.,2021-05,160243.0,MIXQUIC,2020-06
1057,7,ROBO A TRANSPORTISTA C.V.,2021-05,121359.0,MOCTEZUMA,2020-06
1058,0,ROBO A TRANSPORTISTA C.V.,2021-05,35662.0,MORELOS,2020-06
1059,0,ROBO A TRANSPORTISTA C.V.,2021-05,67270.0,NAPOLES,2020-06
1060,0,ROBO A TRANSPORTISTA C.V.,2021-05,113877.0,NARVARTE-ALAMOS,2020-06
1061,0,ROBO A TRANSPORTISTA C.V.,2021-05,42255.0,NATIVITAS,2020-06
1062,19,ROBO A TRANSPORTISTA C.V.,2021-05,,NO ESPECIFICADO,2020-06
1063,0,ROBO A TRANSPORTISTA C.V.,2021-05,218084.0,OASIS,2020-06
1064,0,ROBO A TRANSPORTISTA C.V.,2021-05,177697.0,PADIERNA,2020-06
1065,3,ROBO A TRANSPORTISTA C.V.,2021-05,150298.0,PANTITLAN,2020-06
1066,1,ROBO A TRANSPORTISTA C.V.,2021-05,263257.0,PLATEROS,2020-06
1067,0,ROBO A TRANSPORTISTA C.V.,2021-05,37779.0,POLANCO-CASTILLO,2020-06
1068,0,ROBO A TRANSPORTISTA C.V.,2021-05,78265.0,PORTALES,2020-06
1069,0,ROBO A TRANSPORTISTA C.V.,2021-05,207608.0,PRADERA,2020-06
1070,0,ROBO A TRANSPORTISTA C.V.,2021-05,278219.0,QUETZAL,2020-06
1071,0,ROBO A TRANSPORTISTA C.V.,2021-05,151888.0,QUIROGA,2020-06
1072,0,ROBO A TRANSPORTISTA C.V.,2021-05,34257.0,REVOLUCION-ALAMEDA,2020-06
1073,0,ROBO A TRANSPORTISTA C.V.,2021-05,70434.0,ROMA,2020-06
1074,0,ROBO A TRANSPORTISTA C.V.,2021-05,47620.0,SAN ANGEL,2020-06
1075,0,ROBO A TRANSPORTISTA C.V.,2021-05,140415.0,SAN JERONIMO,2020-06
1076,2,ROBO A TRANSPORTISTA C.V.,2021-05,193642.0,SANTA CRUZ,2020-06
1077,0,ROBO A TRANSPORTISTA C.V.,2021-05,227160.0,SANTA FE,2020-06
1078,0,ROBO A TRANSPORTISTA C.V.,2021-05,61100.0,SOTELO,2020-06
1079,1,ROBO A TRANSPORTISTA C.V.,2021-05,155668.0,TACUBA,2020-06
1080,0,ROBO A TRANSPORTISTA C.V.,2021-05,73623.0,TACUBAYA,2020-06
1081,0,ROBO A TRANSPORTISTA C.V.,2021-05,115941.0,TAXQUEÑA,2020-06
1082,0,ROBO A TRANSPORTISTA C.V.,2021-05,43804.0,TECOMITL,2020-06
1083,3,ROBO A TRANSPORTISTA C.V.,2021-05,270493.0,TEOTONGO,2020-06
1084,0,ROBO A TRANSPORTISTA C.V.,2021-05,256237.0,TEPEPAN,2020-06
1085,3,ROBO A TRANSPORTISTA C.V.,2021-05,69778.0,TEPEYAC,2020-06
1086,0,ROBO A TRANSPORTISTA C.V.,2021-05,295459.0,TEZONCO,2020-06
1087,2,ROBO A TRANSPORTISTA C.V.,2021-05,128951.0,TICOMAN,2020-06
1088,2,ROBO A TRANSPORTISTA C.V.,2021-05,124003.0,TLACOTAL,2020-06
1089,1,ROBO A TRANSPORTISTA C.V.,2021-05,96337.0,TLATELOLCO,2020-06
1090,0,ROBO A TRANSPORTISTA C.V.,2021-05,130167.0,UNIVERSIDAD,2020-06
1091,0,ROBO A TRANSPORTISTA C.V.,2021-05,158714.0,XOTEPINGO,2020-06
1092,0,ROBO A TRANSPORTISTA C.V.,2021-05,185225.0,ZAPOTITLA,2020-06
1093,0,ROBO A TRANSPORTISTA C.V.,2021-05,34276.0,ZARAGOZA,2020-06
1094,0,ROBO A TRANSPORTISTA S.V.,2021-05,171082.0,ABASTO-REFORMA,2020-06
1095,0,ROBO A TRANSPORTISTA S.V.,2021-05,190052.0,ALPES,2020-06
1096,0,ROBO A TRANSPORTISTA S.V.,2021-05,25606.0,ANGEL-ZONA ROSA,2020-06
1097,0,ROBO A TRANSPORTISTA S.V.,2021-05,147265.0,ARAGON,2020-06
1098,0,ROBO A TRANSPORTISTA S.V.,2021-05,76922.0,ARENAL,2020-06
1099,0,ROBO A TRANSPORTISTA S.V.,2021-05,126770.0,ASTURIAS,2020-06
1100,0,ROBO A TRANSPORTISTA S.V.,2021-05,94564.0,BUENAVISTA,2020-06
1101,0,ROBO A TRANSPORTISTA S.V.,2021-05,44719.0,CHAPULTEPEC,2020-06
1102,0,ROBO A TRANSPORTISTA S.V.,2021-05,117997.0,CHURUBUSCO,2020-06
1103,0,ROBO A TRANSPORTISTA S.V.,2021-05,144779.0,CLAVERIA,2020-06
1104,0,ROBO A TRANSPORTISTA S.V.,2021-05,93641.0,COAPA,2020-06
1105,0,ROBO A TRANSPORTISTA S.V.,2021-05,33787.0,CONGRESO,2020-06
1106,0,ROBO A TRANSPORTISTA S.V.,2021-05,67697.0,CONSULADO,2020-06
1107,0,ROBO A TRANSPORTISTA S.V.,2021-05,18851.0,CORREDOR-CENTRO,2020-06
1108,0,ROBO A TRANSPORTISTA S.V.,2021-05,65669.0,COYOACAN,2020-06
1109,0,ROBO A TRANSPORTISTA S.V.,2021-05,101270.0,CUAJIMALPA,2020-06
1110,0,ROBO A TRANSPORTISTA S.V.,2021-05,280497.0,CUAUTEPEC,2020-06
1111,0,ROBO A TRANSPORTISTA S.V.,2021-05,93702.0,CUCHILLA,2020-06
1112,1,ROBO A TRANSPORTISTA S.V.,2021-05,70802.0,CUITLAHUAC,2020-06
1113,0,ROBO A TRANSPORTISTA S.V.,2021-05,150082.0,CULHUACAN,2020-06
1114,0,ROBO A TRANSPORTISTA S.V.,2021-05,83772.0,DEL VALLE,2020-06
1115,0,ROBO A TRANSPORTISTA S.V.,2021-05,94133.0,DINAMO,2020-06
1116,0,ROBO A TRANSPORTISTA S.V.,2021-05,80579.0,EL YAQUI,2020-06
1117,0,ROBO A TRANSPORTISTA S.V.,2021-05,177825.0,ESTRELLA,2020-06
1118,0,ROBO A TRANSPORTISTA S.V.,2021-05,187026.0,FUENTE,2020-06
1119,0,ROBO A TRANSPORTISTA S.V.,2021-05,95686.0,GRANJAS,2020-06
1120,0,ROBO A TRANSPORTISTA S.V.,2021-05,136444.0,HORMIGA,2020-06
1121,1,ROBO A TRANSPORTISTA S.V.,2021-05,174817.0,HUIPULCO-HOSPITALES,2020-06
1122,0,ROBO A TRANSPORTISTA S.V.,2021-05,110025.0,IZTACCIHUATL,2020-06
1123,0,ROBO A TRANSPORTISTA S.V.,2021-05,166805.0,LA NORIA,2020-06
1124,1,ROBO A TRANSPORTISTA S.V.,2021-05,62180.0,LA RAZA,2020-06
1125,0,ROBO A TRANSPORTISTA S.V.,2021-05,92638.0,LINDAVISTA,2020-06
1126,0,ROBO A TRANSPORTISTA S.V.,2021-05,96937.0,MERCED-BALBUENA,2020-06
1127,0,ROBO A TRANSPORTISTA S.V.,2021-05,64875.0,MILPA ALTA,2020-06
1128,0,ROBO A TRANSPORTISTA S.V.,2021-05,29350.0,MIXCALCO-HERALDO,2020-06
1129,0,ROBO A TRANSPORTISTA S.V.,2021-05,160243.0,MIXQUIC,2020-06
1130,1,ROBO A TRANSPORTISTA S.V.,2021-05,121359.0,MOCTEZUMA,2020-06
1131,0,ROBO A TRANSPORTISTA S.V.,2021-05,35662.0,MORELOS,2020-06
1132,0,ROBO A TRANSPORTISTA S.V.,2021-05,67270.0,NAPOLES,2020-06
1133,0,ROBO A TRANSPORTISTA S.V.,2021-05,113877.0,NARVARTE-ALAMOS,2020-06
1134,0,ROBO A TRANSPORTISTA S.V.,2021-05,42255.0,NATIVITAS,2020-06
1135,1,ROBO A TRANSPORTISTA S.V.,2021-05,,NO ESPECIFICADO,2020-06
1136,1,ROBO A TRANSPORTISTA S.V.,2021-05,218084.0,OASIS,2020-06
1137,0,ROBO A TRANSPORTISTA S.V.,2021-05,177697.0,PADIERNA,2020-06
1138,0,ROBO A TRANSPORTISTA S.V.,2021-05,150298.0,PANTITLAN,2020-06
1139,0,ROBO A TRANSPORTISTA S.V.,2021-05,263257.0,PLATEROS,2020-06
1140,0,ROBO A TRANSPORTISTA S.V.,2021-05,37779.0,POLANCO-CASTILLO,2020-06
1141,0,ROBO A TRANSPORTISTA S.V.,2021-05,78265.0,PORTALES,2020-06
1142,0,ROBO A TRANSPORTISTA S.V.,2021-05,207608.0,PRADERA,2020-06
1143,0,ROBO A TRANSPORTISTA S.V.,2021-05,278219.0,QUETZAL,2020-06
1144,0,ROBO A TRANSPORTISTA S.V.,2021-05,151888.0,QUIROGA,2020-06
1145,0,ROBO A TRANSPORTISTA S.V.,2021-05,34257.0,REVOLUCION-ALAMEDA,2020-06
1146,0,ROBO A TRANSPORTISTA S.V.,2021-05,70434.0,ROMA,2020-06
1147,0,ROBO A TRANSPORTISTA S.V.,2021-05,47620.0,SAN ANGEL,2020-06
1148,0,ROBO A TRANSPORTISTA S.V.,2021-05,140415.0,SAN JERONIMO,2020-06
1149,0,ROBO A TRANSPORTISTA S.V.,2021-05,193642.0,SANTA CRUZ,2020-06
1150,0,ROBO A TRANSPORTISTA S.V.,2021-05,227160.0,SANTA FE,2020-06
1151,0,ROBO A TRANSPORTISTA S.V.,2021-05,61100.0,SOTELO,2020-06
1152,0,ROBO A TRANSPORTISTA S.V.,2021-05,155668.0,TACUBA,2020-06
1153,0,ROBO A TRANSPORTISTA S.V.,2021-05,73623.0,TACUBAYA,2020-06
1154,0,ROBO A TRANSPORTISTA S.V.,2021-05,115941.0,TAXQUEÑA,2020-06
1155,0,ROBO A TRANSPORTISTA S.V.,2021-05,43804.0,TECOMITL,2020-06
1156,0,ROBO A TRANSPORTISTA S.V.,2021-05,270493.0,TEOTONGO,2020-06
1157,0,ROBO A TRANSPORTISTA S.V.,2021-05,256237.0,TEPEPAN,2020-06
1158,0,ROBO A TRANSPORTISTA S.V.,2021-05,69778.0,TEPEYAC,2020-06
1159,0,ROBO A TRANSPORTISTA S.V.,2021-05,295459.0,TEZONCO,2020-06
1160,0,ROBO A TRANSPORTISTA S.V.,2021-05,128951.0,TICOMAN,2020-06
1161,0,ROBO A TRANSPORTISTA S.V.,2021-05,124003.0,TLACOTAL,2020-06
1162,0,ROBO A TRANSPORTISTA S.V.,2021-05,96337.0,TLATELOLCO,2020-06
1163,0,ROBO A TRANSPORTISTA S.V.,2021-05,130167.0,UNIVERSIDAD,2020-06
1164,0,ROBO A TRANSPORTISTA S.V.,2021-05,158714.0,XOTEPINGO,2020-06
1165,0,ROBO A TRANSPORTISTA S.V.,2021-05,185225.0,ZAPOTITLA,2020-06
1166,0,ROBO A TRANSPORTISTA S.V.,2021-05,34276.0,ZARAGOZA,2020-06
1167,93,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,171082.0,ABASTO-REFORMA,2020-06
1168,45,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,190052.0,ALPES,2020-06
1169,9,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,25606.0,ANGEL-ZONA ROSA,2020-06
1170,64,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,147265.0,ARAGON,2020-06
1171,7,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,76922.0,ARENAL,2020-06
1172,23,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,126770.0,ASTURIAS,2020-06
1173,14,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,94564.0,BUENAVISTA,2020-06
1174,6,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,44719.0,CHAPULTEPEC,2020-06
1175,85,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,117997.0,CHURUBUSCO,2020-06
1176,54,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,144779.0,CLAVERIA,2020-06
1177,32,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,93641.0,COAPA,2020-06
1178,10,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,33787.0,CONGRESO,2020-06
1179,22,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,67697.0,CONSULADO,2020-06
1180,8,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,18851.0,CORREDOR-CENTRO,2020-06
1181,17,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,65669.0,COYOACAN,2020-06
1182,5,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,101270.0,CUAJIMALPA,2020-06
1183,93,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,280497.0,CUAUTEPEC,2020-06
1184,21,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,93702.0,CUCHILLA,2020-06
1185,20,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,70802.0,CUITLAHUAC,2020-06
1186,23,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,150082.0,CULHUACAN,2020-06
1187,18,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,83772.0,DEL VALLE,2020-06
1188,22,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,94133.0,DINAMO,2020-06
1189,5,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,80579.0,EL YAQUI,2020-06
1190,44,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,177825.0,ESTRELLA,2020-06
1191,62,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,187026.0,FUENTE,2020-06
1192,30,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,95686.0,GRANJAS,2020-06
1193,43,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,136444.0,HORMIGA,2020-06
1194,120,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,174817.0,HUIPULCO-HOSPITALES,2020-06
1195,54,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,110025.0,IZTACCIHUATL,2020-06
1196,54,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,166805.0,LA NORIA,2020-06
1197,28,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,62180.0,LA RAZA,2020-06
1198,51,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,92638.0,LINDAVISTA,2020-06
1199,22,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,96937.0,MERCED-BALBUENA,2020-06
